text,sentiment
@JetBlue in the sky on flight 833 from BOS to SFO. Awesome crew! Helene rocks!,positive
@JetBlue we are bringing 2 guitars. can we bring them as carry on?,neutral
@JetBlue how come you're responding to everyone else and not me #wtf,negative
"@JetBlue So anything found while cleaning the plane in DC would be at the baggage office, even something small?",neutral
@JetBlue Can I bring my dog on board?,neutral
@JetBlue @NinaDavuluri 😃cool,positive
@JetBlue Maybe I'll just go to Cleveland instead.,neutral
@JetBlue yes! Always a treat to fly with you guys! 😊✈️,positive
@JetBlue Thank you. I really would have preferred Jet Blue. You guys have the best seats in the business.,positive
@JetBlue safety first !! #lovejetblue,positive
@JetBlue delayed flight bummer,negative
@JetBlue here in Austin I saw the water bottles &amp; snacks @ the desk for your waiting passengers! Im so Flight Booking Problems my next flight with you!,positive
@JetBlue any idea when November-December 2015 travel opens up?,neutral
@JetBlue Airways Corporation (NASDAQ:JBLU) Update: @JetBlue says #Lufthansa ... - Markets Bureau http://t.co/aPY3zLSqUu,neutral
@JetBlue thanks so much!! ❤️✨ very relaxing flight!,positive
@JetBlue what is happening with the flight from FLL to SFO? Why the delay and the reroute?,negative
@JetBlue excellent. you guys are the best,positive
"@JetBlue Although it wasn't totally the answer I was looking for, I appreciate the prompt response.",positive
@JetBlue do you do any discounts for volunteer firefighters?,neutral
"@JetBlue Well, I fly into Huntsville, AL. But I'd take either Nashville or Birmingham too!",neutral
@JetBlue oh yes! I hope you expand to other airports soon so I can fly you to see my family each year!!!!,positive
@JetBlue thanks JB!! This is why I 💙 you!,positive
"@JetBlue but thank you! Love, an anxious flyer.",positive
@JetBlue Same exact flight too. Love JetBlue. Really want to fly with ya'll. But that's a little pricey for basic (not Mint). BOS to SFO.,positive
"@JetBlue Sent an email more than 24 hours ago asking a few questions, still no response. Need answers before (hopefully) Flight Booking Problems flight...",negative
@JetBlue all they said was delayed due to mechanical issues. I'm looking for something a little more specific.,negative
@JetBlue offers hot tea and coffee...at the gate! You guys make me wonder why I have ever flown any other airlines! ☕✈👍,positive
"@JetBlue awesome, thanks!",positive
@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - Digital Journal http://t.co/urcyfcp2Lx,neutral
@JetBlue keep going back and forth with being able to board and then not. But great agents in savannah!,positive
"@JetBlue 1st flight of the morning, flying with a toddler. Will the plane be heated to a comfortable temp before boarding starts. #ItsCold",neutral
@JetBlue you reimbursed everyone on the flight a portion of their ticket. I still love JetBlue! Best American airline!,positive
@JetBlue @TSA JetBlue never disappoints !,positive
"😢😢 RT“@JetBlue: @Peaches275 Oh no! Unfortunately, the code must be entered at the time of purchase in order to qualify for the points.”",neutral
"@JetBlue quick question, to pay for a second bag, do I have to do it online or can I do it at the airport?",neutral
@JetBlue yes slc on 4/19,neutral
@JetBlue thanks for your help! #jetbluesofly,positive
"@JetBlue:  Ahoy from a loyal #AllYouCanJetPass holder! When do you anticipate direct US flights to #Havana, #Cuba? (#JetBlue #Vacation)",positive
"@JetBlue okie doke! Knowing you, you will fix this ;)",positive
@JetBlue should I check in my awesome bag on my flight or carry it on... Decisions...,neutral
@JetBlue I can't. I don't have acces to a phone rn. My iPhone broke. :/ would rather change it now then Late Flightr.,neutral
@JetBlue Just sent it,neutral
@JetBlue thanks to Julian at login for getting me onto an earlier flight back to DCA,positive
Not your fault @JetBlue Social Media Awesome People. I know everyone is working hard to get us in our way.,positive
"@JetBlue as requested, here's selfie somewhere over the Rocky's. #milehighselfieclub http://t.co/A1ChOxKPJp",neutral
@JetBlue actually they said the fraud issue was never resolved. but why then did they issue me a new ticket of the phone?,negative
@JetBlue we made it safe and sound. Thank you for the safe travels.,positive
@JetBlue any thoughts on waiver of change fees for travel out of Boston this weekend?,neutral
"@JetBlue flight attendant Wendi on Flt 127 on 2/17, Newark to Orlando.  👍👍",positive
@JetBlue I love you,positive
@JetBlue what's up w flt 4? Brothers fiancé sitting on board for 30mins w tech  issues.,negative
"@JetBlue be flying soon to NYC on your airline, of all airlines I've flown you're still #1 to me 😊😊😊✈️✈️✈️",positive
"@JetBlue Utah, I think. And thanks!",positive
@JetBlue great flight and crew! Flight 51 from BOS to MCO,positive
@JetBlue That's why I love JetBlue! #truebluemember4life,positive
"@JetBlue Best airline name ever. Whenever I see it, I want to get on their plane to blue skies &amp; sea. (And they DELIVER on that promise)",positive
@JetBlue is gettin fancy! #Mint #LieFlat Nice work on the menu @Saxonandparole #LobsterMac #BloodyMary #JetSetter http://t.co/zf5wjgtXzT,positive
@JetBlue you guys are lucky I love you,positive
"@JetBlue customer service was so bad updating my points, once I use my next points, I won't be flying you. Point system is almost a sham.",negative
@JetBlue I spent over an hour of my morning on hold w/ your customer support. I want my confirmed flight to be taken care of,negative
@JetBlue thank you will do!! You guy are awesome!,positive
@JetBlue definitely!,positive
@JetBlue okay awesome! Thank you!,positive
@JetBlue I was so excited when I saw that you fly there! #ionlyflyblue,positive
@JetBlue I have been on phone with rep for over 30 min and was transferred after asking not to be. She was the worse rep I ever had,negative
@JetBlue How is it possible the only way to contact your fraud department is mailing a physical letter? No telephone? No email? REALLY??,negative
@JetBlue #Bluemanity @AirlineAdviser loves this. Have a great time flying this,positive
@JetBlue I would go to Dallas to see my grand baby that I miss so much. I feel like a piece of my heart is there.,neutral
"@JetBlue yes, with about 20 minutes to spare.  FYI - your employees are amazing.  Keep up the good work!",positive
@JetBlue when are you going to get wifi on your planes?,neutral
@JetBlue hi. Just DM'd info,neutral
@JetBlue Why wasn't a $15 service credit voucher I received for tv not working accepted on my next flight for a pillow?,negative
"@JetBlue Gains Altitude, But SkyWest Hits Turbulence JBLU SKYW - Investor's Business Daily http://t.co/P2HUM7lXUR",neutral
@JetBlue haha thanks Jetblue👌☺️,positive
I know you have a lot of baggage... But i want you to know i really enjoyed being inside you. @JetBlue #Jetbae,positive
@JetBlue Thank you so much!  I wasn't sure since in know the limit is 4 ozs. Excited to fly with JetBlue!,positive
@JetBlue thanks to O StBernard for taking time to read through page to find info as supervisor felt to insist tho I showed previous comm,positive
@JetBlue Can you tell me which days you fly direct BUF - FLL and FLL - BUF?,neutral
“@JetBlue: @KyleComer_ JetBlue reLate Flightd this time? ;)” no... But why won't school be Cancelled Flighted? it's very cold out,neutral
@JetBlue I will! Thank you!,positive
@JetBlue Amazingly Awesome customer service from your reservation agents tonight. Helping correct a mistake. I so love this airline. :),positive
@JetBlue They told us 10 minutes almost 40 minutes ago.,negative
"@JetBlue If there's a schedule change on my tix, can you change the the destination airport to a sister airport (like EWR and JFK)?",neutral
@JetBlue Statement on #Lufthansa Incentive Offer - Digital Journal http://t.co/GqP69g9ZGW,neutral
@JetBlue the best airline in the world,positive
@JetBlue I would go anywhere JetBlue goes.,positive
@JetBlue wow you guys answer people wow you care I love jet blue,positive
@JetBlue thanks. I appreciate your prompt response.,positive
"Currently on @JetBlue, my new robotic love-doll. Reminded heavily of @pattonoswalt's bit about them-hence an excuse to say ""huxleyesque.""",neutral
@JetBlue I have many allergies and want to know if I can bring an 8oz. bottle of Benadryl on the flight along with my 2 epipens?,neutral
@JetBlue why is the buffalo flight so Late Flight?,negative
@JetBlue  anywhere... away from this snow globe to warmth sand and palm trees..,neutral
@JetBlue u suck Big Donkey Balls!,negative
@JetBlue any good deals for March?! Looking to fly to Orlando!,neutral
@JetBlue #jetblue #sofly #wish #firststari seetonight http://t.co/pyJAoayNx6,neutral
@JetBlue C'mon now. My flight's delayed annnnnd you can't give me a pick?!? I'm about to tweet at @united or @Delta .......,negative
@JetBlue client is asking if kids need their own email addresses to get TB acct. Is this true?,neutral
"@JetBlue It's absolute madness in the west, but tell me who you like between @memgrizz @warriors @spurs and @okcthunder",neutral
@JetBlue #JetBlueBOS What's up with luggage for Flt 790 DCA-BOS?  Pax waiting for 30 min for bags...no show. Carousel 6 signs not updating.,negative
@JetBlue Airways Corporation (JBLU) loses -0.06% on news that @JetBlue Airways ... - WallStreet Scope http://t.co/oFW4A8b5WS,neutral
@JetBlue : ur Wed BWI-BOSTON flights (8pm) really need to be better scheduled! They are almost always delayed!,negative
@JetBlue I'll pass along the advice. You guys rock!!,positive
@JetBlue 6am Austin to JFK,neutral
@JetBlue the big board says we aren't leaving until after 8:30 😩,negative
"@JetBlue I can't say what airline I am on right now, but I sincerely miss you. #bestairline",positive
@JetBlue Airways Corporation Price Target Update - Stafford Daily http://t.co/vQmdmZaFUJ,neutral
@JetBlue I would go to Italy to visit my relatives and see the house my dad left when he passed.,neutral
@JetBlue hi! Is it possible to upgrade to a Mint seat on an already booked ticket? Thanks!,neutral
@JetBlue ok. I'll book JB to JFK then book to ATH. Thank you.,positive
@JetBlue need flight to ATH from PDX. Do you coordinate with other airlines?,neutral
@JetBlue I am heading to JFK now just on principle alone to deal w my lost &amp; damaged bag. #jetblue #jetbluesucks #jfk #badservice #fail,negative
"@JetBlue I flew to San Francisco from Fort Lauderdale with you last year, had a fantastic time so would like to go back !",positive
@JetBlue to allow payment by #Apple Pay - Patriarc http://t.co/bdUaUZFhW2,neutral
"@JetBlue I'd go to Portsmouth, NH to take care of my friend's son while she takes her daughter to Boston for surgery.  #flyingitforward",neutral
".@JetBlue thx for confirming! Again, yr team is awesome. Thanks for the prompt &amp; helpful response! Cheers to less snow in everyone's future",positive
@JetBlue What a great idea! #cometoAustin,positive
@JetBlue I would go to Las Vegas. It is gorgeous and I go there every year and I fly with you guys Vegas is gorgeous &amp; so much to do there.🌴,positive
"@JetBlue I like Marie Harf go to Iraiq find ISIS and spread good, and offer resume service to ISIS in order to find jobs @marieharf",neutral
"@JetBlue #FlyingItForward I'd fly to Port au Prince, Haiti to help with the on-going earthquake relief efforts. Still lots to do there!",neutral
@JetBlue just DMed. thanks so much for addressing this so quickly.,positive
@JetBlue Done! Also looks like you opened some up on my flight to Vegas on Sunday! 💙,positive
@JetBlue Only wish your ground operation was as expedient as your Twitter response team! Delay just got extended!,negative
@JetBlue Any EMS window seats on 1099 tomorrow?,neutral
@JetBlue any chance you will by this summer?,neutral
@JetBlue I can't pay 30 bucks xD,neutral
@JetBlue is it true there's a new A320 livery and a new website...?!,neutral
@JetBlue I'm all set. About to fly. Not bad for a first date with a giant metal bird machine. She even brought snacks.,positive
@JetBlue okay. The new screens are laptop-large &amp; real nice &amp; the wifi is appreciated. Thanks god for this tiny lil man in the middle seat.,positive
"@JetBlue incidentally, Sheila at JFK deserves a raise because she's awesome.",positive
@JetBlue i deleted that tweet because one of your wonderful employees swooped in to help--faith restored. You are one of the good ones. 👍,positive
@JetBlue Statement on #Lufthansa Incentive Offer - Stockhouse http://t.co/obF9jbPc6A,neutral
"@JetBlue our #FoodAllergy community. IF you want our continued loyalty, you need to do better than that. Perhaps some training is in (2/3)",negative
@JetBlue When I checked yesterday it looked like it did. Did something change?,neutral
@JetBlue 1951 BOS to ORD,neutral
@JetBlue thanks. Line moved quick. Already done.,positive
@JetBlue I may need to. I had a 40 minute layover and now have a 15 min delay on my first flight.,negative
@JetBlue their names are both Angel (seriously - how cool is that!). Truly FANTASTIC service!,positive
"@JetBlue also. Emergency exit seats. 6'2"" and that's a huge win.",positive
"@JetBlue friendly, engaging, personable, handled clarifying questions about baggage fees well, and took an interest in what I was doing.",positive
"@JetBlue hey, so, Dre at Seatac check in needs a raise, stat. Dude gave me amazing customer service and made me feel valued. 👍",positive
@JetBlue you respond to my friend @LisaPal but you can't respond directly to me,negative
@JetBlue is the greatest airline ever 💕✈️💺 #TrueBluePoints #jetbluemember,positive
@JetBlue 's free wifi on board is the best thing that's happened since sliced bread,positive
@JetBlue Beatriz and Susan. Gate 4 MCO.,positive
.@JetBlue handled @0xjared's question like social media pros. Good practice for when our transportation systems are all run by friendly AIs!,positive
@JetBlue Third flight in a row for my wife with her TV not working...,negative
@JetBlue its a wonderful thing!,positive
@JetBlue Flight Booking Problems flights for a DC visit for Easter weekend started difficult but ended well with you guys! Big fan here. :),positive
@JetBlue had a great flight to Orlando from Hartford a few weeks ago! Was great to get out on time and arrive early!,positive
@JetBlue you guys continue to impress. Your crew @ MCO gate 4helped our family with seat issues. #professional,positive
@JetBlue loving the free #wifi and #legroom ✈️ #SeattleBound,positive
@JetBlue can I get some more leg room tonight B6 304,neutral
@JetBlue anything for you. #flyfi http://t.co/8jceDiKY9U,positive
@JetBlue hey you guys remembered lol! But now my BOS flights delayed... And turn the heat down in T5 it feels hotter than PR.,negative
@JetBlue Celebrates 15-Year Anniversary With New Livery - @CNNMoney http://t.co/p7skxZVe1A,neutral
@JetBlue and the 20min line I stood in to drop my bag off?,negative
@JetBlue credit to you for replying.  I’ll look forward to hopefully one of those 103 on my flight home tonight :),positive
"@JetBlue Great flight, as always! Thank you to the great crew on flight 475! #travel #jetblue",positive
@JetBlue you're killing me now. :-) You got me! #smitten #trueblue,positive
.@JetBlue 4 min response time. I'm impressed! I'm in. It's official.  :-) #trueblue  JetBlue gets social.,positive
@JetBlue thanks for listening. Doesn't mean I don't appreciate you!,positive
@JetBlue thank you for incredible customer svc from gate to flight. Mint experience is magic.,positive
@JetBlue Social Media Takes Flight with Fly #LikeAGirl - What brand lesson can we learn?  #SMM #Brand  https://t.co/nTGl2WnQVM,neutral
@JetBlue Lekvhg want to see what the cost would be to change to the 430 flight,neutral
@JetBlue and a HUGE thanks to the crew on flight 1348 who flew in to DCA from SJU Monday night in the snow so we could have a plane!!!,positive
@JetBlue is I can't make changes on the website am I still charged 25 dollars for using phone,negative
"@JetBlue planning on it!  Btw, excellent service and crew from DCA through SJU into SXM!!!!!",positive
"@JetBlue why yes, yes it does!!!!  Great trip down!! Thanks for the lift!!!!",positive
@JetBlue hotspot free WiFi makes me happy. #jfk #itsthelittlethings,positive
"@JetBlue gorgeous day, hope the flight back tomorrow AM is just as pleasant! Thanks",positive
@JetBlue its always a pleasure ☺️,positive
@JetBlue Dumps Amex - Nassau News Live http://t.co/DZg99JFIiK,neutral
"@JetBlue @_justdippin_ drops a new video off the upcoming project #TheTakeover, produced by YpOnTheBeat https://t.co/IKQBdZA7TN RT",neutral
@JetBlue to End Partnership with American Express - http://t.co/WhuFmI2Ytd http://t.co/fbTEMFwRsP,neutral
"@JetBlue Change in the Air for Travelers, Investors - @BloombergNews http://t.co/6redD3vC73",neutral
@JetBlue Anywhere warm cause its freezing in NYC,neutral
"@JetBlue great trip today!  Thanks to the crew flying us home, they were fantastic! http://t.co/sk6W9XQaQB",positive
@JetBlue awe you guys are great can't wait to travel with you again soon!!!,positive
@JetBlue yes! Announced we will take off. You're on it! Thank you!,positive
"@JetBlue Also, thanks for your prompt replies. I'm really impressed--and you're not just brushing me off. Much appreciated!",positive
@JetBlue thank you for help and quick response,positive
@JetBlue flight 705. EWR to FLL,neutral
@JetBlue @KleinErin Hi! Know a pastor or homeschool mom who might like SpiritED? Have 'em contact me on Prefundia:http://t.co/jRbZLHRW7y,neutral
@JetBlue don't know if u define that as a #ControllableIrregularity,neutral
"@JetBlue honestly I’m glad you didn’t Cancelled Flight the flight, just that I’ll be driving home at 3-4 am now. :/",negative
"@JetBlue I'm disappointed my flight was Cancelled Flighted, mostly because I was excited to listen to the song ""I'm Blue"" while flying on JetBlue.",negative
@JetBlue @Leopolds_IC  No but my friend in the picture - Phillip Heller (JFK IFC) did and he said it was delicious!,positive
@JetBlue Awesome thanks! Thanks for the quick response. You guys ROCK! :),positive
@JetBlue Sure! Email screenshot below. Link: https://t.co/soiQrN19aj http://t.co/IbVvTzLS4E,neutral
@JetBlue I just wanted to say flight attendant fitz was the best tonight on flight #1326 bwi/Bos. Great guy and made the flight fantastic!,positive
@JetBlue Received an invitation to participate in e-rewards. Is this legit from JetBlue? Just double checking bc the site looked different.,neutral
@JetBlue I have the emails that they are on their way,neutral
@JetBlue flight from DCA to BOS has no heat #OhNo #BundleUp #Leastthebeverageswillbecold,negative
@JetBlue is definitely my new favorite airline.,positive
@JetBlue all up to date. Can't update via Google play.,neutral
@JetBlue Thank you for your excellent customer service - resolved issue quickly.,positive
@JetBlue tell your employees that!,negative
@JetBlue Accepting #Apple Pay - Mobile Enterprise http://t.co/Ci5cfrlqBe,neutral
@JetBlue selfie on the flight 83 from #JFK to #Orlando . With @Supertzar85 http://t.co/QRANZImHTr,neutral
@JetBlue I agree!!!  If only there was a frequent tweeter discount so I could fly to see more friends! 😀@Tinman2IronMan @meggersrocks,positive
@JetBlue the TV. Wifi was spotty. It's just a nice feature for a X country flight. Still won't keep us away #lovejetblue,negative
@JetBlue knew that ... has to be done at the Gate correct? If so what time does gate open,neutral
"@JetBlue Flight 152 (N559JB) ""Here's Looking at Blue Kid"" departs @MCO enroute to @BostonLogan http://t.co/qeaDA92MW6",neutral
@JetBlue I would drive 2 1/2 hours to jfk to board JetBlue to Vegas instead of closer Hartford airport. Cramming more seats on plane.NO MORE,negative
@JetBlue insane the craziness I've seen with Jet Blue today at Newark Delayed 3 hours and now we are waiting for a Pilot!! #jetblue,negative
@JetBlue Hi! Does my upcoming flight 2168 from West Palm to HPN have Fly-Fi?,neutral
@JetBlue tried again. Lovely customer service. Thank you!,positive
@JetBlue so happy you can accommodate peanut/treenut allergies on flight! 1st online cover from air provider,positive
@JetBlue @ProfessorpaUL15 Always happy to help!,positive
"@JetBlue we are delayed, until he arrives",negative
@JetBlue     Is it only $50 for my 2nd bag?  1st bag too full..,neutral
@JetBlue this makes me happy. I hope these aren't empty promises.,positive
@JetBlue Call me when you do and we’ll have to hook up!,neutral
@JetBlue the USA help line.  i accidentally booked a flight on a thursday instead of a wednesday and want to switch,neutral
@JetBlue If you have well-priced flights to #Oahu - we could be best friends. @vincenzolandino,neutral
@JetBlue we don't need anybody else!,positive
"@JetBlue tried calling multiple times, i just wait and when it finally connects i get hung up on",negative
First base already? I like your style @JetBlue,positive
"@JetBlue I know where you guys jet! LOL, but if you love me so much, help a brother out :) Hot weather, great nightlife, 2-3 hour flight",neutral
@JetBlue love traveling with Jetblue. Cant wait to go to Paris oui oui!!! NYC was awesomeee!,positive
"@JetBlue 
But if customer service ment anything to you.... you would try. Quoting policy is never effective customer service.",negative
@JetBlue thanks for the upgrade😉!! so far so good. #KeepItUp http://t.co/BKmfeY7QOL,positive
@JetBlue @CinziannaP thank you! I like the quick response on Twitter!,positive
@JetBlue marks 15th birthday with @Airbus #A320 painted in 'Blumanity' paint job http://t.co/9vTFM7kNad,neutral
"@JetBlue I would fly to Washington  DC to see the actual Constitution  and the Declaration of Independence, in honor of a US Navy friend.",neutral
@JetBlue what is the name of this tailfin? http://t.co/qxV45MV0Ug,neutral
“@JetBlue: We’re looking for our next #FlyingItForward flier from DC Tell us where you'd fly &amp; why http://t.co/MCSI0dzpnz” @geekandahalf,neutral
@JetBlue Haha you're doing everything right! Don't change a thing! Slash this Twitter engagement just makes you even cooler! #bestairline,positive
@JetBlue I would fly somewhere hotter then here. Puerto Rico here I come. Lol,neutral
@JetBlue great smooth flight too! 👏👍,positive
@JetBlue Thank you for the service credit. And to @PamGrout for positive thoughts.,positive
@JetBlue I will. I love flying with you all. Great service.,positive
"@JetBlue Thank you that it is not just a livery; it is a culture that 16,000+ crewmembers embody daily #thanksDave http://t.co/iNNP0Kkyby",positive
"@JetBlue hard to tell, but was told wifi only worked for one side of the plane.",negative
@JetBlue Learning about your awesome twitter management today in my Social Media Marketing class! keep up the good work! @SXU @PhD_Mama_,positive
@JetBlue - BlueManity brought tears to my eyes. JetBlue' s commitment to giving back to the crewmembers and the community is aww inspiring!,positive
@JetBlue @vegecomgirl For me it’s not until 6/15.,neutral
@JetBlue @JayVig I like the inflight snacks! I'm flying with you guys on 2/28! #JVMChat,positive
"@JetBlue @JayVig @roxydigital awww ^_^ R to the T, realtime appreciation from JetBlue #rockingthetweets #JVMChat",positive
"@JetBlue @JayVig YES! Great real-time example. Thanks for being awesome, #JetBlue! #JVMChat",positive
@JetBlue was just at T5 a little over a month ago. @JetBlue you guys are great thanks for everything!,positive
"@JetBlue if my flight says delayed with estimated departure listed, can I arrive at airport Late Flightr?",neutral
@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Weyburn Review http://t.co/rtQyjCvTQ3,neutral
@JetBlue okayyyy. But I had huge irons on way out. Promise no shenanigans?,neutral
@JetBlue how do I get a copy of my last flight showing original time and delay? I need it for work. Thanks!,neutral
@JetBlue CEO battles to please Wall St and flyers - from @NZherald http://t.co/Q4Amiw7FSw,neutral
@JetBlue huge fan of great brands and people doing great things… you guys rock happy to share the love!,positive
"@JetBlue tough choices but I did all simultaneously! As a business traveler, best experience in a long time. #wishmyflightwaslonger #what",positive
@JetBlue thanks!! Great service in #T5 already! #lovejetBlue,positive
@JetBlue I did...#FlyFi worked well and was free aboard this flight,positive
@JetBlue Seems very likely.,positive
@JetBlue @EllaHenderson Ah! Wish I was there! Good luck!,neutral
@JetBlue my request has nothing to do with rescheduling. But customer service has such a bad attitude today. #badservice,negative
@JetBlue thank you!! Miss you all so so much!! Is this the link to the blog? Or has that changed?,positive
"@JetBlue I have a internal bleed in my foot, and I am flying next Tuesday, what should I. Do :( these. Leeds come randomly. I",neutral
@JetBlue what's the link for #FlyFi,neutral
"@JetBlue CEO weighs profits, flyers - @ChronicleHerald (registration) http://t.co/9vKj9S7jrM",neutral
@JetBlue A flight delay due to pilots oversleeping is apparently an uncontrollable irregularity that is not eligible for delay compensation.,negative
@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Greenfield Daily Reporter http://t.co/LM3opxkxch,neutral
@USAirways and when will one of these agents be available to speak?,negative
@USAirways is a DM possible if you aren't following me?,neutral
@USAirways Fortunately you have staff like Lynn S. and DeeDee who actually understand customer service and simply being NICE.,neutral
@USAirways you're killing me from the inside,negative
@USAirways we were moved to a delta direct. Thank you for the accommodations!,positive
"@USAirways agree! Richard P. Literally ripped up our tixs in our faces and made rude, inappropriate comments to us and our family. Awful!",neutral
@USAirways I need help about a ticket. DM me,neutral
"@USAirways getting sorted, thanks",positive
"@usairways RT @Dmoukdarath: Nice, another delay with @usair second one this trip. Left engine leaking...what's next?? #USAIR #nothappy",negative
@USAirways 44 minutes on hold so far. And still haven't spoke to a human. Never using you again.,negative
@USAirways great job today from your team with a challenging weather delay on flight 1925 out of Charlotte. #travel #friendlyteam,positive
@USAirways and now you can't even accommodate us by letting us fly in to another airport?! Horrible service for your fault!!!,neutral
@USAirways  2 calls &amp; wasted 3 hrs on hold to change my coming divided awards weather reLate Flightd flight. Y'all disconnected me 2x. Please help.,neutral
@USAirways thank you very much.,positive
@USAirways is there a phone number or email address to customer service?,neutral
@USAirways so I can make a reservation,neutral
"@USAirways 167 minutes?  ""Im not trained in that"". Cmon. Can't you do better than that?",negative
"@USAirways if I qualify for free 1st checked bag, is that applied at checkin? Same for using companion tickets?",neutral
@USAirways but I've been trying to call them since yesterday and I keep getting hung up on? Can you get me through to them??,negative
@USAirways what's the charge for oversize? Not overweight,neutral
"@USAirways to my legal last name. So it's not technically a name change,
I just used the wrong name",neutral
@USAirways can I check bags through to my final destination even though I bought separate tickets from IAD to PHL  and PHL to Israel?,neutral
@USAirways how much is it to check golf clubs on a flight. They might be oversized,neutral
@USAirways If I’m unable to use my departing flight can I still use the returning flight?,neutral
@usairways Is it possible to Cancelled Flight my reservation online?,neutral
"@USAirways Thank you, although we're using our miles from our card and Flight Booking Problems companion tickets which can only be booked over the phone.",neutral
@USAirways still on hold...1 hr 27 mins....thank god for chairman status. status match @Delta?,negative
@USAirways So frustrating because I still have not gotten them back. Why my bag was sent to NY is a mystery!  Shame on me this time!,negative
@USAirways haha no worries you guys are the best!  +1 for spelling my name correctly,positive
@USAirways like they will call me? I'v been trying since yesterday and no one is answering...,negative
@USAirways HELLO!! Is anyone behind your twitter account? #badcustomerservice,negative
"@USAirways - Good to know that your phone customer service is still impaired due to ""bad weather"" that was over a week ago #jetblueanyone?",negative
@USAirways Thanks again for ruiningmy vacation.  You all are the best for this.  Could not have done it without you.,negative
@USAirways @AmericanAir our honeymoon was delayed a day because a gas cap was not screwed on! Flight 1801- so frustrating!,negative
@USAirways How do I add my TSA Pre number to an existing reservation?,neutral
@USAirways &amp; @AmericanAir: 1 flight Cancelled Flightled yesterday and now a delay today has robbed my daughter of 2 days with her grandparents. Thanks,neutral
@USAirways knows customer service!! Thank you for starting our 2 week vacay on an amazing note! Thank you sarita!!!,positive
@USAirways flight 1946 out of clt this morning.  It's snowing here.  Should i head out to the airport?,neutral
@USAirways I am a UK citizen. Is there a UK number I could try?,neutral
"@usairways great crew for flight 504 PHX to YVR tonight! Friendly, efficient. Awesome job.",positive
@USAirways are people going to answer our calls?,negative
@USAirways is utterly unreliable! They didn't schedule a pilot for their US624 flight out of Seattle - flights are delayed #usairwaysfail,negative
@USAirways - thanks however I feel like the system has failed me -- what is the solution?,negative
@USAirways thanks very much! I got thru on the phone &amp; everything is fine. Just love the website &amp; app ! Thanks for working on it!,positive
@usairways - It's all automated and no one cares to understand the problem I'm having,negative
"@USAirways if it was so important, why did I wait on hold and then get hung up on by your computer?  #disappointed",negative
@USAirways my frustrations are the result of multiple experiences Late Flightly. Currently lost luggage. I want to talk to a real person.,negative
"@USAirways cust svc means nothing! So disappointed. Trying since 730a to speak to a human I get bad weather not bad service.
#socialtantrum",negative
@usairways that wasn't the issue. Someone finally helped on the phone. Now theres a website error that won't let me process my request. SMH,negative
@USAirways ... I f@$%ing hate you.,negative
@USAirways Expedia reserved a ticket for me and 2 more for a USAW flight but only issued 1. They are not responsive.Thoughts?,neutral
@USAirways @PhilaCarService looks like a long trip from cancun to philly? 9 hours Late Flight? Seriously?,negative
@USAirways every single time i fly you guys i am delayed at least 30 minutes. Every time. On flight 5612 out of #CLT to nola.,negative
@USAirways good work by flight 1798 crew.  #Chairman's recognition even in coach.  Too many #missedupgrades Late Flightly.  What's up with this?,positive
@USAirways I sent email to customer.relations@aa.com. Will this work?,neutral
"@USAirways not likely, flightaware says plane is still in Durango and hasn't departed.",negative
@USAirways Hi-i have a travel question. Could you please follow me so i can dm you?,neutral
@USAirways seriously? Every flight I have had the past 2 days has been delayed. Every single one. Terrible,negative
@USAirways I agree but per the captain this issue happened before boarding &amp; we all sat in the plane for almost 2 hrs,negative
"@USAirways Yes, ground crew finally showed up so plane could depart very Late Flight.",negative
@USAirways I have submitted my request. I would appreciate a call by 9am eastern. Thank you.,neutral
@USAirways  can you help me out?,neutral
@USAirways i have a question. i need to talk to someone by email. Can you give me your email address? Thanks.,neutral
"@USAirways Can you follow, so I can DM you?",neutral
@USAirways but question :  if the downgrade include losing first class do you get money back ? http://t.co/LfT7QD23Sy,neutral
Great management of @USAirways twitter account. Thank you.,positive
@USAirways why is it impossible to change / buy preferred seats via your app?,negative
@USAirways why are your customer service department so intent on ignoring my emails and queries? #badservice #usairways,negative
@USAirways can you help chairman? I am on flight 686 PHX connect 599 SJC will miss connection can you reroute please.,neutral
@USAirways IT HAS BEEN FOUND THANK YOU,positive
@USAirways your customer service # has a recording that says we are to busy to assist and hangs up. Great touch. #poorservice @GMA @CBSNews,negative
@USAirways THANK YOU for resolving the issue. On direct flight to sfo from @united,positive
@USAirways direct flights to SFO leaving from same airport with @VirginAmerica and @united - can you please put me on one of those?,neutral
@USAirways - HA! flight to CTL delayed! Going to miss connection. Can you please transfer me to another airline asap? http://t.co/1XdLbiBClP,negative
"@USAirways thanks for the reply. On a good note, the pilot nailed the landing. Seriously. Kudos.",positive
@USAirways 4 great flights with no delays! Thank you!,positive
@USAirways and I would have been willing to give him the benefit of the doubt and say we misunderstood each other until he went on a,neutral
@USAirways citizen. I fly your airline constantly and am so offended.  Derrick Bussey. Now Im crying on this airplane because I'm so upset,negative
"@USAirways Am I allowed to carry on a suit bag and carry on bag? My suit bag will hang like a jacket would. It is soft sided, 48""",neutral
